,X,title,year,runtime,genre1,certificate,rating,director,cast,gross,votes
8293,8293,Mod Squad - O Filme,1999,92,Action,R,4.3,Scott Silver,Claire Danes|Omar Epps|Giovanni Ribisi|Dennis Farina,13260050,8431
8294,8294,Esta casa es una ruina,1986,91,Comedy,PG-13,6.4,Richard Benjamin,Tom Hanks|Shelley Long|Alexander Godunov|Maureen Stapleton,37499651,47059
8295,8295,Una pandilla alucinante,1987,79,Action,G,7.1,Fred Dekker,Andre Gower|Robby Kiger|Stephen Macht|Duncan Regehr,3769990,25850
8297,8297,A la mañana siguiente,1986,103,Crime,PG-13,5.9,Sidney Lumet,Jane Fonda|Jeff Bridges|Raul Julia|Diane Salinger,25147055,5483
8304,8304,La montaña entre nosotros,2017,112,Action,PG,6.4,Hany Abu-Assad,Idris Elba|Kate Winslet|Beau Bridges|Dermot Mulroney,30348555,59679
8307,8307,La momia,2017,110,Action,PG,5.5,Alex Kurtzman,Tom Cruise|Sofia Boutella|Annabelle Wallis|Russell Crowe,80101125,160287
8308,8308,The Mummy (La momia),1999,124,Action,PG,7,Stephen Sommers,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo,155247825,372486
8309,8309,The Mummy Returns (El regreso de la momia),2001,130,Action,PG-13,6.3,Stephen Sommers,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo,202019785,288071
8310,8310,La momia. La tumba del emperador Dragón,2008,112,Action,PG,5.2,Rob Cohen,Brendan Fraser|Jet Li|Maria Bello|Michelle Yeoh,102491776,143774
8311,8311,Los Teleñecos en cuentos de Navidad,1992,85,Comedy,PG-13,7.7,Brian Henson,Michael Caine|Dave Goelz|Steve Whitmire|Jerry Nelson,27281507,43396
8312,8312,La película de Los Teleñecos,1979,95,Adventure,G,7.6,James Frawley,Jim Henson|Frank Oz|Jerry Nelson|Richard Hunt,76657000,30137
8313,8313,Los Muppets,2011,103,Adventure,G,7.1,James Bobin,Amy Adams|Jason Segel|Chris Cooper|Rashida Jones,88631237,83698
8318,8318,La musa,1999,97,Comedy,PG,5.7,Albert Brooks,Albert Brooks|Sharon Stone|Andie MacDowell|Jeff Bridges,11614236,10125
8320,8320,La música nunca se detuvo,2011,105,Drama,PG,7.5,Jim Kohlberg,Lou Taylor Pucci|J.K. Simmons|Julia Ormond|Cara Seymour,258077,7372
8321,8321,El mosquetero,2001,104,Action,PG,4.9,Peter Hyams,Justin Chambers|Catherine Deneuve|Mena Suvari|Stephen Rea,27073640,13680
8322,8322,Los misterios de Pittsburgh,2008,95,Adventure,PG-13,5.4,Rawson Marshall Thurber,Jon Foster|Peter Sarsgaard|Sienna Miller|Nick Nolte,80238,3001
8325,8325,Agárralo como puedas 2 1/2: El aroma del miedo,1991,85,Comedy,PG-13,6.9,David Zucker,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson,86930411,98382
8326,8326,Agárralo como puedas,1988,85,Comedy,PG-13,7.6,David Zucker,Leslie Nielsen|Priscilla Presley|O.J. Simpson|Ricardo Montalban,78756177,139470
8327,8327,El nombre de la rosa,1986,130,Crime,PG-13,7.7,Jean-Jacques Annaud,Sean Connery|Christian Slater|Helmut Qualtinger|Elya Baskin,7153487,95909
8328,8328,Los nombres del amor,2010,100,Comedy,PG,7.2,Michel Leclerc,Sara Forestier|Jacques Gamblin|Zinedine Soualem|Carole Franck,512668,7197
8329,8329,El buen nombre,2006,122,Drama,PG,7.5,Mira Nair,Kal Penn|Irrfan Khan|Tabu|Jacinda Barrett,8661334,18218
8330,8330,The Nanny Diaries (Diario de una niñera),2007,106,Comedy,PG,6.2,Shari Springer Berman,Robert Pulcini|Scarlett Johansson|Laura Linney|Paul Giamatti|Donna Murphy,25925170,54182
8332,8332,Natividad: La historia,2006,101,Drama,G,6.8,Catherine Hardwicke,Keisha Castle-Hughes|Shohreh Aghdashloo|Oscar Isaac|Hiam Abbass,37629831,9418
8333,8333,El mejor,1984,138,Drama,PG-13,7.5,Barry Levinson,Robert Redford|Robert Duvall|Glenn Close|Kim Basinger,47951979,40696
8334,8334,Navigator una odisea en el tiempo,1988,92,Action,PG,6.7,Vincent Ward,Bruce Lyons|Chris Haywood|Hamish Gough|Marshall Napier,1333379,3144
8335,8335,Negociador,1998,140,Action,PG-13,7.3,F. Gary Gray,Samuel L. Jackson|Kevin Spacey|David Morse|Ron Rifkin,44484065,123920
8336,8336,The Neon Demon,2016,117,Horror,R,6.2,Nicolas Winding Refn,Elle Fanning|Christina Hendricks|Keanu Reeves|Karl Glusman,1333124,75617
8337,8337,La red,1995,114,Action,PG-13,5.9,Irwin Winkler,Sandra Bullock|Jeremy Northam|Dennis Miller|Diane Baker,50727965,57484
8338,8338,La historia interminable,1984,102,Adventure,G,7.4,Wolfgang Petersen,Noah Hathaway|Barret Oliver|Tami Stronach|Gerald McRaney,20158808,123133
8339,8339,La historia interminable 2 - El siguiente capítulo,1990,90,Adventure,G,5.2,George Miller,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp,17373527,22949
8341,8341,Pippi Calzaslargas: La película,1988,100,Adventure,G,6,Ken Annakin,Tami Erin|David Seaman|Cory Crow|Eileen Brennan,3569939,3770
8343,8343,Los feos también mojan,2002,88,Comedy,PG-13,5.9,Ed Decter,DJ Qualls|Lyle Lovett|Eliza Dushku|Zooey Deschanel,28972187,32408
8344,8344,La gran revancha,1985,86,Crime,R,6,Sean S. Cunningham,Shannon Presby|Lori Loughlin|James Spader|John Philbin,199108,2288
8346,8346,El nuevo mundo,2005,135,Biography,PG,6.7,Terrence Malick,Colin Farrell|Q'orianka Kilcher|Christopher Plummer|Christian Bale,12712093,79470
8347,8347,Los Newton Boys,1998,122,Action,PG-13,6.1,Richard Linklater,Matthew McConaughey|Ethan Hawke|Skeet Ulrich|Vincent D'Onofrio,10297897,9898
8348,8348,Algo casi perfecto,2000,108,Comedy,PG-13,4.6,John Schlesinger,Madonna|Rupert Everett|Benjamin Bratt|Illeana Douglas,14990582,10407
8349,8349,El nuevo Karate Kid,1994,107,Action,PG-13,4.4,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside|Constance Towers,8914777,23620
8350,8350,Los próximos tres días,2010,133,Action,PG,7.4,Paul Haggis,Russell Crowe|Elizabeth Banks|Liam Neeson|Michael Buie,21148651,171440
8351,8351,Dos buenos tipos,2016,116,Action,PG-13,7.4,Shane Black,Russell Crowe|Ryan Gosling|Angourie Rice|Matt Bomer,36261763,249425
8352,8352,Los tres reyes malos,2015,101,Comedy,PG-13,6.4,Jonathan Levine,Joseph Gordon-Levitt|Seth Rogen|Jillian Bell|Lizzy Caplan,43035725,59785
8354,8354,El aviador nocturno,1997,94,Fantasy,R,6,Mark Pavia,Miguel Ferrer|Julie Entwisle|Dan Monahan|Michael H. Moss,125397,8906
8355,8355,Voces en la noche,2006,91,Crime,PG-13,5.9,Patrick Stettner,Robin Williams|Toni Collette|Rory Culkin|Joe Morton,7825820,14237
8360,8360,Pesadilla antes de Navidad,1993,76,Animation,PG,8,Henry Selick,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey,75082668,274403
8362,8362,Os Noves,2007,100,Drama,R,6.3,John August,Ryan Reynolds|Hope Davis|Melissa McCarthy|Elle Fanning,62745,31781
8364,8364,La novena puerta,1999,133,Mystery,PG-13,6.7,Roman Polanski,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner,18661336,156024
8365,8365,The Nomi Song,2004,98,Documentary,PG-13,7.3,Andrew Horn,Klaus Nomi|Ann Magnuson|David Bowie|Gabriele Lafari,74216,997
8367,8367,El diario de Noa,2004,123,Drama,G,7.8,Nick Cassavetes,Gena Rowlands|James Garner|Rachel McAdams|Ryan Gosling,81001787,486040
8368,8368,Bettie Page: la chica de las revistas,2005,91,Biography,PG-13,6.5,Mary Harron,Gretchen Mol|Lili Taylor|Chris Bauer|Jared Harris,1410778,10029
8369,8369,El disparatado agente 86,1980,94,Comedy,PG-13,5.2,Clive Donner,Don Adams|Andrea Howard|Sylvia Kristel|Rhonda Fleming,14662035,2797
8370,8370,El número 23,2007,98,Crime,PG-13,6.4,Joel Schumacher,Jim Carrey|Virginia Madsen|Logan Lerman|Danny Huston,35193167,186570
8372,8372,Operación Cacahuete 2. Misión: Salvar el parque,2017,91,Animation,G,5.4,Cal Brunker,Will Arnett|Maya Rudolph|Bobby Cannavale|Bobby Moynihan,28370522,5113
8373,8373,Cascanueces,1993,92,Family,PG-13,5.8,Emile Ardolino,Darci Kistler|Damian Woetzel|Kyra Nichols|Wendy Whelan,2119994,1630
8374,8374,O Príncipe Quebra-Nozes,1990,75,Animation,PG-13,6.8,Paul Schibli,Kiefer Sutherland|Megan Follows|Peter O'Toole|Mike MacDonald,1781694,1995
8375,8375,The Nutty Professor (El profesor chiflado),1996,95,Comedy,PG-13,5.6,Tom Shadyac,Eddie Murphy|Jada Pinkett Smith|James Coburn|Larry Miller,128814019,103688
8376,8376,Terror no Afeganistão,2008,90,Horror,PG,5.5,Daniel Myrick,Jonas Ball|Matthew R. Anderson|Jon Huertas|Michael C. Williams,2245000,7631
8377,8377,Duelo final,1980,103,Action,PG-13,5.1,Eric Karson,Chuck Norris|Karen Carlson|Lee Van Cleef|Art Hindle,18971000,4624
8378,8378,La extraña pareja otra vez,1998,97,Adventure,PG-13,6.5,Howard Deutch,Jack Lemmon|Walter Matthau|Richard Riehle|Jonathan Silverman,18912328,8667
8379,8379,La extraña vida de Timothy Green,2012,105,Comedy,G,6.6,Peter Hedges,Jennifer Garner|Joel Edgerton|CJ Adams|Odeya Rush,51853450,43308
8382,8382,O Oh! em Orgasmo,2006,88,Comedy,R,5.5,Billy Kent,Parker Posey|Paul Rudd|Danny DeVito|Winter Ave Zoli,418689,5873
8384,8384,Código Omega,1999,100,Action,PG,3.6,Robert Marcarelli,Casper Van Dien|Michael York|Catherine Oxenberg|Michael Ironside,12614346,4924
8385,8385,La profecía,1976,111,Horror,R,7.5,Richard Donner,Gregory Peck|Lee Remick|Harvey Stephens|David Warner,4273886,100563
8386,8386,La profecía,2006,110,Horror,PG-13,5.5,John Moore,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick|David Thewlis,54607383,54429
8387,8387,El único,2001,87,Action,R,5.9,James Wong,Jet Li|Carla Gugino|Delroy Lindo|Jason Statham,43905746,86204
8388,8388,El campo de cebollas,1979,122,Crime,PG-13,6.8,Harold Becker,John Savage|James Woods|Franklyn Seales|Ted Danson,9890597,4255
8390,8390,Canción de Nueva York,2017,89,Drama,PG,6.3,Marc Webb,Callum Turner|Kate Beckinsale|Pierce Brosnan|Cynthia Nixon,624332,9417
8391,8391,The Oogieloves in the Big Balloon Adventure,2012,88,Adventure,PG-13,2,Matthew Diamond,Jaime Pressly|Cloris Leachman|Christopher Lloyd|Chazz Palminteri,1064277,14756
8392,8392,Sexo opuesto,1992,86,Comedy,R,4.9,Matthew Meshekoff,Arye Gross|Courteney Cox|Kevin Pollak|Julie Brown,690966,613
8393,8393,Lo opuesto al sexo,1997,105,Comedy,R,6.3,Don Roos,Christina Ricci|Martin Donovan|Lisa Kudrow|Lyle Lovett,5881367,19495
8394,8394,La hija de mi mejor amigo,2011,90,Comedy,PG,5.8,Julian Farino,Leighton Meester|Hugh Laurie|Catherine Keener|Allison Janney,364875,12147
8396,8396,Devorador de pecados,2003,95,Horror,PG-13,5.2,Brian Helgeland,Heath Ledger|Mark Addy|Shannyn Sossamon|Benno Fürmann,7659747,16452
8404,8404,Los otros dos,2010,107,Action,PG,6.6,Adam McKay,Will Ferrell|Mark Wahlberg|Derek Jeter|Eva Mendes,119219978,226401
8406,8406,Al otro lado del cielo,2001,113,Adventure,PG,6.4,Mitch Davis,Christopher Gorham|Anne Hathaway|Joe Folau|Nathaniel Lees,4720371,3874
8407,8407,El otro lado de la medianoche,1977,165,Drama,PG-13,6.2,Charles Jarrott,Marie-France Pisier|John Beck|Susan Sarandon|Raf Vallone,24652021,1465
8408,8408,Una ventana al cielo,1975,102,Biography,PG-13,6.4,Larry Peerce,Marilyn Hassett|Beau Bridges|Belinda Montgomery|Nan Martin,34673100,884
8410,8410,Aprendiendo a vivir,1999,129,Comedy,PG-13,6.5,Garry Marshall,Juliette Lewis|Diane Keaton|Giovanni Ribisi|Tom Skerritt,27797271,11478
8411,8411,El amor y otras cosas imposibles,2009,102,Drama,PG,6.4,Don Roos,Natalie Portman|Scott Cohen|Lisa Kudrow|Charlie Tahan,20585,18042
8412,8412,Los otros,2001,101,Horror,PG-13,7.6,Alejandro Amenábar,Nicole Kidman|Christopher Eccleston|Fionnula Flanagan|Alakina Mann,96522687,319503
8413,8413,Forasteros en Nueva York,1999,90,Comedy,PG-13,5.5,Sam Weisman,Steve Martin|Goldie Hawn|John Cleese|Mark McKinney,28535768,12298
8415,8415,El fuera de la ley,1976,135,Western,R,7.9,Clint Eastwood,Clint Eastwood|Sondra Locke|Chief Dan George|Bill McKinney,31800000,61336
8417,8417,Rebeldes,1983,91,Crime,PG-13,7.1,Francis Ford Coppola,C. Thomas Howell|Matt Dillon|Ralph Macchio|Patrick Swayze,25600000,69552
8418,8418,Los crímenes de Oxford,2008,104,Crime,PG-13,6.1,Álex de la Iglesia,Elijah Wood|John Hurt|Leonor Watling|Jim Carter,3607,26300
8419,8419,Un canguro superduro,2005,95,Action,PG-13,5.6,Adam Shankman,Vin Diesel|Brittany Snow|Max Thieriot|Brad Garrett,113086868,82219
8420,8420,A la caza del lobo rojo,1989,108,Action,PG,6.4,Andrew Davis,Gene Hackman|Tommy Lee Jones|Joanna Cassidy|John Heard,10647219,8033
8423,8423,El guardián de las palabras,1994,80,Animation,PG-13,6.1,Pixote Hunt,Joe Johnston|Macaulay Culkin|Christopher Lloyd|Kanin Howell|Alexis Kirschner,13670688,19630
8424,8424,El velo pintado,2006,125,Drama,PG,7.5,John Curran,Naomi Watts|Edward Norton|Liev Schreiber|Catherine An,8060487,86240
8425,8425,Mi desconocido amigo,1996,98,Comedy,PG,4.9,Matt Reeves,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette,5612586,7480
8426,8426,The Paper (Detrás de la noticia),1994,112,Comedy,PG-13,6.6,Ron Howard,Michael Keaton|Glenn Close|Robert Duvall|Marisa Tomei,38824341,12240
8428,8428,El chico del periódico,2012,107,Crime,PG-13,5.8,Lee Daniels,Matthew McConaughey|Nicole Kidman|John Cusack|Zac Efron,692640,34381
8430,8430,Tú a Londres y yo a California,1998,128,Adventure,PG-13,6.5,Nancy Meyers,Lindsay Lohan|Dennis Quaid|Natasha Richardson|Elaine Hendrix,66308518,111177
8433,8433,El reportero,1975,126,Drama,PG,7.6,Michelangelo Antonioni,Jack Nicholson|Maria Schneider|Jenny Runacre|Ian Hendry,620155,19139
8434,8434,La pasión de Cristo,2004,127,Drama,R,7.1,Mel Gibson,Jim Caviezel|Monica Bellucci|Maia Morgenstern|Christo Jivkov,370782930,203701
8436,8436,El patriota,2000,165,Action,PG-13,7.2,Roland Emmerich,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs,113330342,241530
8438,8438,El pacificador,1997,124,Action,R,5.9,Mimi Leder,George Clooney|Nicole Kidman|Marcel Iures|Aleksandr Baluev,41263140,51786
8439,8439,Carlitos y Snoopy: La película de Peanuts,2015,88,Animation,G,7.1,Steve Martino,Noah Schnapp|Bill Melendez|Hadley Belle Miller|Francesca Capaldi,130178411,39886
8440,8440,Hubi el pingüino,1995,74,Animation,G,5.6,Don Bluth,Gary Goldman|Martin Short|Jim Belushi|Annie Golden|Tim Curry,3983912,4291
8443,8443,El informe Pelícano,1993,141,Crime,PG-13,6.6,Alan J. Pakula,Julia Roberts|Denzel Washington|Sam Shepard|John Heard,100768056,71438
8445,8445,El sótano del miedo,1991,102,Comedy,R,6.4,Wes Craven,Brandon Quintin Adams|Everett McGill|Wendy Robie|A.J. Langer,24204154,29126
8446,8446,El escándalo de Larry Flynt,1996,129,Biography,R,7.3,Milos Forman,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson,20191312,83739
8447,8447,Cuando salí de Cuba,1995,113,Comedy,PG-13,6,Mira Nair,Marisa Tomei|Anjelica Huston|Alfred Molina|Chazz Palminteri,2832826,2027
8448,8448,Férias Perfeitas,2007,96,Comedy,PG,4.5,Lance Rivera,Gabrielle Union|Morris Chestnut|Queen Latifah|Faizon Love,5809663,2758
8449,8449,El perfecto anfitrión,2010,93,Comedy,R,6.8,Nick Tomnay,David Hyde Pierce|Clayne Crawford|Nathaniel Parker|Tyrees Allen,48430,23691
8450,8450,El hombre perfecto,2005,100,Comedy,PG-13,5.5,Mark Rosman,Hilary Duff|Heather Locklear|Aria Wallace|Chris Noth,16247775,27205
8451,8451,The Perfect Score (La puntuación perfecta),2004,93,Comedy,PG-13,5.7,Brian Robbins,Scarlett Johansson|Erika Christensen|Chris Evans|Leonardo Nam,10387706,22643
8452,8452,La tormenta perfecta,2000,130,Action,PG-13,6.4,Wolfgang Petersen,George Clooney|Mark Wahlberg|John C. Reilly|Diane Lane,182618434,149098
8453,8453,Arma perfecta,1991,112,Action,PG-13,6,Mark DiSalle,Jeff Speakman|John Dye|Mako|James Hong,14061361,3317
8454,8454,Gwendoline,1984,105,Adventure,PG-13,5.2,Just Jaeckin,Tawny Kitaen|Brent Huff|Zabou Breitman|Bernadette Lafont,1337274,2283
8455,8455,Las ventajas de ser un marginado,2012,103,Drama,PG,8,Stephen Chbosky,Logan Lerman|Emma Watson|Ezra Miller|Paul Rudd,17738570,429996
8456,8456,Un tío llamado Peste,1997,84,Comedy,PG-13,5,Paul Miller,John Leguizamo|Jeffrey Jones|Freddy Rodríguez|Pat Skipper,3600616,7604
8457,8457,El fantasma de la libertad,1974,104,Comedy,PG-13,7.9,Luis Buñuel,Jean-Claude Brialy|Adolfo Celi|Michel Piccoli|Monica Vitti,6172,12997
8458,8458,El fantasma de la ópera,2004,143,Drama,PG,7.3,Joel Schumacher,Gerard Butler|Emmy Rossum|Patrick Wilson|Miranda Richardson,51268815,111339
8459,8459,El fantasma de la ópera,1989,93,Drama,PG-13,5.5,Dwight H. Little,Robert Englund|Jill Schoelen|Alex Hyde-White|Bill Nighy,3953745,3490
8460,8460,El experimento Filadelfia,1984,102,Adventure,PG,6.1,Stewart Raffill,Michael Paré|Nancy Allen|Eric Christmas|Bobby Di Cicco,8103330,13282
8462,8462,El pianista de Roman Polanski,2002,150,Biography,PG-13,8.5,Roman Polanski,Adrien Brody|Thomas Kretschmann|Frank Finlay|Emilia Fox,32572577,664801
8463,8463,El piano,1993,121,Drama,PG-13,7.6,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin,40158000,74186
8464,8464,El cazachicas,1987,81,Comedy,PG-13,5.3,James Toback,Molly Ringwald|Robert Downey Jr.|Dennis Hopper|Danny Aiello,13290368,6089
8466,8466,The Pillow Book,1996,126,Drama,PG-13,6.7,Peter Greenaway,Vivian Wu|Ewan McGregor|Yoshi Oida|Ken Ogata,2293037,11818
8467,8467,La pantera rosa,2006,93,Adventure,G,5.6,Shawn Levy,Steve Martin|Kevin Kline|Jean Reno|Emily Mortimer,82226474,77249
8468,8468,La pantera rosa 2,2009,92,Action,G,5.6,Harald Zwart,Steve Martin|Jean Reno|Emily Mortimer|Andy Garcia,35922978,40105
8469,8469,La pantera rosa ataca de nuevo,1976,103,Comedy,PG-13,7.2,Blake Edwards,Peter Sellers|Herbert Lom|Lesley-Anne Down|Burt Kwouk,33833201,26013
8471,8471,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,85,Animation,G,5.7,Mike Nawrocki,Tim Hodge|Mike Nawrocki|Phil Vischer|Cam Clarke,12701880,2445
8472,8472,O Rei dos Piratas,1983,112,Comedy,G,7.1,Wilford Leach,Kevin Kline|Angela Lansbury|Linda Ronstadt|George Rose,694497,3033
8475,8475,¡Piratas!,2012,88,Animation,G,6.7,Peter Lord,Jeff Newitt|Hugh Grant|Salma Hayek|Jeremy Piven|Martin Freeman,31051126,42664
8476,8476,El péndulo de la muerte,1991,93,Horror,R,6,Stuart Gordon,Lance Henriksen|Stephen Lee|William Norris|Mark Margolis,3331,3799
8477,8477,Cruce de caminos,2012,140,Crime,PG-13,7.3,Derek Cianfrance,Ryan Gosling|Bradley Cooper|Eva Mendes|Craig Van Hook,21383298,231072
8479,8479,El juego de Hollywood,1992,124,Comedy,PG-13,7.5,Robert Altman,Tim Robbins|Greta Scacchi|Fred Ward|Whoopi Goldberg,21706100,50528
8480,8480,The Players Club,1998,104,Comedy,R,5.8,Ice Cube,LisaRaye McCoy|Dick Anthony Williams|Judyann Elder|Chrystale Wilson,23031390,5930
8481,8481,El juramento,2001,124,Crime,PG-13,6.8,Sean Penn,Jack Nicholson|Benicio Del Toro|Patricia Clarkson|Beau Daniels,19719930,50893
8483,8483,Polar Express,2004,100,Animation,G,6.6,Robert Zemeckis,Tom Hanks|Chris Coppola|Michael Jeter|Leslie Zemeckis,183373735,158592
8484,8484,Las chicas del Pom Pom,1976,89,Comedy,PG-13,5,Joseph Ruben,Robert Carradine|Jennifer Ashley|Michael Mullins|Lisa Reeves,17883410,880
8485,8485,Sed de poder,1984,121,Action,PG-13,6.7,Stuart Rosenberg,Eric Roberts|Mickey Rourke|Daryl Hannah|Geraldine Page,6139896,7208
8486,8486,Retrato de una dama,1996,144,Drama,PG,6.2,Jane Campion,Nicole Kidman|John Malkovich|Barbara Hershey|Martin Donovan,3692836,10227
8487,8487,La aventura del Poseidón,1972,117,Action,PG-13,7.1,Ronald Neame,Gene Hackman|Ernest Borgnine|Shelley Winters|Red Buttons,84563118,38473
8488,8488,The Possession: El origen del mal,2012,92,Horror,PG,5.9,Ole Bornedal,Natasha Calis|Jeffrey Dean Morgan|Kyra Sedgwick|Madison Davenport,49130154,54414
8489,8489,Mensajero del futuro,1997,177,Action,PG-13,6.1,Kevin Costner,Kevin Costner|Will Patton|Larenz Tate|Olivia Williams,17626234,65461
8490,8490,El cartero siempre llama dos veces,1981,122,Crime,PG-13,6.6,Bob Rafelson,Jack Nicholson|Jessica Lange|John Colicos|Michael Lerner,12376625,20233
8492,8492,La fuerza de uno,1992,127,Drama,PG-13,7.2,John G. Avildsen,Stephen Dorff|Armin Mueller-Stahl|Morgan Freeman|Nomadlozi Kubheka,2827107,8772
8493,8493,Las supernenas: La película,2002,73,Animation,PG,6.5,Craig McCracken,Cathy Cavadini|Tara Strong|Elizabeth Daily|Roger Jackson,11411644,8870
8496,8496,La mujer del predicador,1996,123,Comedy,PG-13,5.6,Penny Marshall,Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines,48102795,10366
8497,8497,Predator,2018,107,Action,PG-13,5.4,Shane Black,Boyd Holbrook|Trevante Rhodes|Jacob Tremblay|Keegan-Michael Key,51024708,103848
8505,8505,La princesa prometida,1987,98,Adventure,G,8.1,Rob Reiner,Cary Elwes|Mandy Patinkin|Robin Wright|Chris Sarandon,30857814,368312
8506,8506,Princesa por sorpresa,2001,111,Comedy,PG-13,6.3,Garry Marshall,Julie Andrews|Anne Hathaway|Hector Elizondo|Heather Matarazzo,108248956,118994
8507,8507,Princesa por sorpresa 2,2004,113,Comedy,PG-13,5.8,Garry Marshall,Anne Hathaway|Callum Blue|Julie Andrews|Hector Elizondo,95170481,69255
8508,8508,Tiana y el sapo,2009,97,Animation,G,7.1,Ron Clements,John Musker|Anika Noni Rose|Keith David|Oprah Winfrey|Bruno Campos,104400899,113276
8509,8509,La princesa y los duendes,1991,82,Animation,PG-13,6.8,József Gémes,Claire Bloom|Joss Ackland|Roy Kinnear|Sally Ann Marsh,2144238,2262
8510,8510,El rector,1987,109,Action,PG-13,6.3,Christopher Cain,Jim Belushi|Louis Gossett Jr.|Rae Dawn Chong|Michael Wright,19734940,8347
8512,8512,El estrafalario prisionero de Zenda,1979,108,Adventure,G,5.2,Richard Quine,Peter Sellers|Lynne Frederick|Lionel Jeffries|Elke Sommer,2425315,987
